Date,Time,Direction,Contact,Phone,Content,Type
2025-11-27,22:31:21,Received,MobileMoney,MobileMoney,You have received 250 XAF of LYDIA KIMAH NGALA ETS TIN-GLOBALCOMM (237652283136 LYDIA KIMAH NGALA ETS TIN-GLOBALCOMM) on your Mobile Money 2025-11-27 22:31:21 account. Message from the sender: Top up. Your new balance is 1626 XAF. Transaction ID: 13777186280.,SMS
2025-11-05,02:47:41,Received,MobileMoney,MobileMoney,You have received 250 XAF of XAF TO MTNC AIRTIME WITH (237679200675 XAF TO MTNC AIRTIME WITH) on your Mobile Money 2025-11-05 02:47:41 account. Message from the sender: -. Your new balance is 1882 XAF. Transaction ID: 10965457484.,SMS
2025-11-19,12:12:33,Received,MobileMoney,MobileMoney,"Transfert de 237651137751 JUNIOR KEMTA vers 237678621921 ATTENDEZ LE SMS FINAL reussi. ID transaction: 4790815774359009219, Montant: 5000 FCFA, Nouveau solde: 8091 FCFA.",SMS
2025-11-18,11:22:24,Received,MobileMoney,MobileMoney,A transaction of 99 XAF by XAF DE AIMEE CECILE ABANGBENOGO (237677170432) on your mobile money account successfully completed at 2025-11-18 11:22:24. Financial Transaction Id: 10590592841. External Transaction Id: pr_7805151.,SMS
2026-02-22,00:03:59,Received,MobileMoney,MobileMoney,Vous avez recu 5000 XAF de PLUS NOW (237675114711) sur votre compte mobile money a 2026-02-22 00:03:59. Message de l'expediteur: Paiement. Votre nouveau solde: 12139 XAF. Financial Transaction Id: 15498449858.,SMS
2025-11-18,11:40:30,Received,MobileMoney,MobileMoney,"Transfert de 237651579614 JUNIOR KEMTA vers 237676423823 MTNC AIRTIME reussi. ID transaction: 14832691787, Montant: 1000 FCFA, Nouveau solde: 6109 FCFA.",SMS
2026-02-15,13:15:21,Received,MobileMoney,MobileMoney,"Transfert de 237674396380 JUNIOR KEMTA vers 237677147815 XAF OF VIBAN MUHAMMADU  DUSHEMNYUY reussi. ID transaction: 14365082945, Montant: 180000 FCFA, Nouveau solde: 180142 FCFA.",SMS
2025-10-11,01:05:23,Received,MobileMoney,MobileMoney,"Paiement de KEMEGNI CECILE GUILLIANE en succes par 237653260542. ID transaction: 14505833130, Montant: 250 FCFA, Nouveau solde: 2537 FCFA.",SMS
2026-01-22,18:12:29,Received,MobileMoney,MobileMoney,"Transfert de 237675557373 JUNIOR KEMTA vers 677217031 AND THAT'S NOT ALL reussi. ID transaction: 15563424369, Montant: 20000 FCFA, Nouveau solde: 27271 FCFA.",SMS
2026-01-04,05:06:01,Received,MobileMoney,MobileMoney,Vous avez recu 20000 XAF de XAF DE FIDELIS TEBIT TEBIT (237675852593) sur votre compte mobile money a 2026-01-04 05:06:01. Message de l'expediteur: Paiement. Votre nouveau solde: 20494 XAF. Financial Transaction Id: 142652705078105145.,SMS
2025-10-01,05:11:09,Received,MobileMoney,MobileMoney,"Paiement de LE RETRAIT DE en succes par 237675514334. ID transaction: 10513445498, Montant: 5000 FCFA, Nouveau solde: 7047 FCFA.",SMS
2026-02-04,15:09:01,Received,MobileMoney,MobileMoney,You have received 50 XAF of KELLY ANDENG TADOH (237653091266 KELLY ANDENG TADOH) on your Mobile Money 2026-02-04 15:09:01 account. Message from the sender: Top up. Your new balance is 1840 XAF. Transaction ID: 15151843308.,SMS
2026-02-18,03:20:27,Received,MobileMoney,MobileMoney,A transaction of 200 XAF by YOU FIDELE KENMOGNE (237670629649) on your mobile money account successfully completed at 2026-02-18 03:20:27. Financial Transaction Id: 16091914084. External Transaction Id: pr_8556455.,SMS
2026-02-15,12:32:29,Received,MobileMoney,MobileMoney,Vous avez recu 10000 XAF de LOVELINE ESTHER (237680291718) sur votre compte mobile money a 2026-02-15 12:32:29. Message de l'expediteur: -. Votre nouveau solde: 13562 XAF. Financial Transaction Id: 8022417721.,SMS
2025-12-19,13:51:39,Received,MobileMoney,MobileMoney,"Transfert de 237650945058 JUNIOR KEMTA vers 237680147367 KELLY ANDENG TADOH reussi. ID transaction: 15199156706, Montant: 100 FCFA, Nouveau solde: 6651 FCFA.",SMS
2025-11-20,23:10:18,Received,MobileMoney,MobileMoney,You have received 250 XAF of S'EST TERMINEE AVE SUCCESS (237654178692 S'EST TERMINEE AVE SUCCESS) on your Mobile Money 2025-11-20 23:10:18 account. Message from the sender: Transfert. Your new balance is 4548 XAF. Transaction ID: 15042151931.,SMS
2026-02-23,09:43:00,Received,MobileMoney,MobileMoney,"Transfert de 237679952586 JUNIOR KEMTA vers 237675681621 XAF DE TANANDJOUONG FEUTSOP EPSE reussi. ID transaction: 15201589988, Montant: 200 FCFA, Nouveau solde: 395 FCFA.",SMS
2026-01-03,15:29:43,Received,MobileMoney,MobileMoney,"Paiement de NOUVEAU SOLDE EST en succes par 237652220149. ID transaction: 10647054892, Montant: 20000 FCFA, Nouveau solde: 25660 FCFA.",SMS
