Date,Time,Direction,Contact,Phone,Content,Type
2024-01-09,07:32:16,Received,MobileMoney,MobileMoney,Yello vous avez achete avec succes 250 XAF airtime avec transaction Id : 7914782349,SMS
2024-01-10,11:41:59,Received,MobileMoney,MobileMoney,"Vous avez recu 10000 XAF de ESSANE NIEBOUNOHO GABRIELLE LENA GLOBAL sur votre compte Mobile Money 2024-01-10 11:41:57. Message de l'expediteur: . Votre nouveau solde est de 10180 FCFA. Frais: 0 XAF. Transaction ID: 7924615001. MILLION T'APPELLE! Chaque semaine, 10 MILLIONNAIRES dans les 10 regions du pays et +de 237 gagnants de 100kolo. Tape *237# et DEBLOQUE-le. Pour plus d'info, appel au 8787 ou WhatsApp 650528787.",SMS
2024-01-10,12:30:29,Received,MobileMoney,MobileMoney,Transfert de 3100 FCFA effectue avec succes a THIERRY NDJOL DOUO (237682595243) le 2024-01-10 12:30:28. FRAIS 56 FCFA. transaction Id: 7924991476. Reference: bbbb. Nouveau solde est: 7024 FCFA.  DEBLOQUE le Continent en Toi... 1 MILLIARD a PARTAGER en Cash et en Bonus. Pour un retrait d'au moins 5 237F. Tape *237#. Plus d'info au 8787.,SMS
2024-01-10,12:32:56,Received,MobileMoney,MobileMoney,Transfert de 5000 FCFA effectue avec succes a ANTOINETTE NEG CHICK (237678621921) le 2024-01-10 12:32:51. FRAIS 60 FCFA. transaction Id: 7925009692. Reference: cry die . Nouveau solde est: 1964 FCFA.  DEBLOQUE le Continent en Toi... 1 MILLIARD a PARTAGER en Cash et en Bonus. Pour un retrait d'au moins 5 237F. Tape *237#. Plus d'info au 8787.,SMS
2024-01-13,16:45:50,Received,MobileMoney,MobileMoney,"Vous avez recu 5000 XAF de NATHALIE LILIANE NOELDJUIKAM   BUSNESCO sur votre compte Mobile Money 2024-01-13 16:45:48. Message de l'expediteur: . Votre nouveau solde est de 6964 FCFA. Frais: 0 XAF. Transaction ID: 7953878816. MILLION T'APPELLE! Chaque semaine, 10 MILLIONNAIRES dans les 10 regions du pays et +de 237 gagnants de 100kolo. Tape *237# et DEBLOQUE-le. Pour plus d'info, appel au 8787 ou WhatsApp 650528787.",SMS
2024-01-13,18:35:42,Received,MobileMoney,MobileMoney,Transfert de 4100 FCFA effectue avec succes a DANIEL ANGWAFOR NKWENTI (237675072446) le 2024-01-13 18:35:42. FRAIS 58 FCFA. transaction Id: 7954909404. Reference: njangi. Nouveau solde est: 2806 FCFA.  DEBLOQUE le Continent en Toi... 1 MILLIARD a PARTAGER en Cash et en Bonus. Pour un retrait d'au moins 5 237F. Tape *237#. Plus d'info au 8787.,SMS
2024-01-17,13:13:49,Received,MobileMoney,MobileMoney,"Vous avez recu 85000 XAF de MANEGUIM WAMO MARLISE LEOPAUDILE STYLE.COM sur votre compte Mobile Money 2024-01-17 13:13:48. Message de l'expediteur: . Votre nouveau solde est de 87806 FCFA. Frais: 0 XAF. Transaction ID: 7986868119. MILLION T'APPELLE! Chaque semaine, 10 MILLIONNAIRES dans les 10 regions du pays et +de 237 gagnants de 100kolo. Tape *237# et DEBLOQUE-le. Pour plus d'info, appel au 8787 ou WhatsApp 650528787.",SMS
2024-01-17,18:02:31,Received,MobileMoney,MobileMoney,"Vous, GEOFFREY AFU TEKE (237677217031) avez effectue avec succes le retrait de 75000 FCFA de votre compte mobile money, chez ENJONG LILIAN NDI (237675474143) le 2024-01-17 18:02:10. transaction Id: 7989501580. Votre nouveau solde: 11306 XAF. Frais: 1500 XAF. 1 MILLIARD a partager pour le CONTINENT! Dans les 10 regions, en CASH et en Bonus. Pour 1 forfait ou paiement MoMo a partir de 237F. Tape *237#. Pour plus d'info, appel au 8787 ou WhatsApp 650528787.",SMS
2024-01-18,11:11:46,Received,MobileMoney,MobileMoney,Transfert de 10000 FCFA effectue avec succes a ANTOINETTE NEG CHICK (237678621921) le 2024-01-18 11:11:46. FRAIS 70 FCFA. transaction Id: 7994484438. Reference: cry die. Nouveau solde est: 1236 FCFA.  DEBLOQUE le Continent en Toi... 1 MILLIARD a PARTAGER en Cash et en Bonus. Pour un retrait d'au moins 5 237F. Tape *237#. Plus d'info au 8787.,SMS
2024-01-21,14:48:03,Received,MobileMoney,MobileMoney,"Vous avez recu 9000 XAF de ARIANNE FLORE NGUEMO NANFAC sur votre compte Mobile Money 2024-01-21 14:48:02. Message de l'expediteur: . Votre nouveau solde est de 10236 FCFA. Frais: 0 XAF. Transaction ID: 8022166367. MILLION T'APPELLE! Chaque semaine, 10 MILLIONNAIRES dans les 10 regions du pays et +de 237 gagnants de 100kolo. Tape *237# et DEBLOQUE-le. Pour plus d'info, appel au 8787 ou WhatsApp 650528787.",SMS
