Date,Time,Direction,Contact,Phone,Content,Type
2024-08-28,20:49:18,Received,MobileMoney,MobileMoney,You have received 1100 XAF from VIOLET ETOH ENDALI (237673839910) on your mobile money account at 2024-08-28 20:49:19. Message from sender: 1. Your new balance:1160 XAF. Financial Transaction Id: 9842393163.,SMS
2024-08-31,09:29:52,Received,MobileMoney,MobileMoney,"You have transferred 1050 XAF to LOIC BELVIS FONGANG FOKOU (237675659919) from your mobile money account 101390378 at 2024-08-31 09:29:47 FEES 5 FCFA. Your new balance: 105 XAF. Message from sender: . Message to receiver: . Financial Transaction Id: 9862373207. Enjoy Payments with MoMo at ZERO Fees (Purchases, Bills, MINESEC Tuition Fees) and that's not all.. Stand a chance to win a MoMoSoukoul : A School Bag every 5 minutes, 50,000F every hour or 100,000F every week when making a minimum payment of 2,500F. Info at 8787 or WhatsApp 650528788.",SMS
2024-08-31,09:30:03,Received,MobileMoney,MobileMoney,Your account (FRI:101390378/MM) has been revived.,SMS
2024-08-31,09:40:34,Received,MobileMoney,MobileMoney,"Your payment of 25 XAF to MTNC AIRTIME with token  has failed at 2024-08-31 09:38:10, reason: -. Message: -. Financial Transaction Id: 9862449466. External Transaction Id: 9862449466.",SMS
2024-08-31,09:43:35,Received,MobileMoney,MobileMoney,Yello you have successfully purchased 100 XAF airtime with transaction Id: 9862482093,SMS
2024-08-31,09:43:38,Received,MobileMoney,MobileMoney,"Your payment of 100 XAF to MTNC AIRTIME with token  has been completed at 2024-08-31 09:41:47. Your new balance: 5 XAF. Fee was 0 XAF, loyalty fee was - and loyalty reward was -. The amount was subject to a discount of - and coupons worth -. Message: -. Financial Transaction Id: 9862482093. External Transaction Id: 9862482093. Provider message: -. Enjoy Payments with MoMo at ZERO Fees (Purchases, Bills, MINESEC Tuition Fees) and that's not all.. Stand a chance to win a MoMoSoukoul : A School Bag every 5 minutes, 50,000F every hour or 100,000F every week when making a minimum payment of 2,500F. Info at 8787 or WhatsApp 650528788.",SMS
2024-09-11,14:13:44,Received,MobileMoney,MobileMoney,"Cher Client, La section 14.3 des Termes et Conditions du contrat de souscription MoMo a ete mise a jour. A consulter via https://bit.ly/MoMoTermsFR. Merci",SMS
2024-09-13,14:20:24,Received,MobileMoney,MobileMoney,"Cher Client, La section 14.3 des Termes et Conditions du contrat de souscription MoMo a ete mise a jour. A consulter via https://bit.ly/MoMoTermsFR. Merci",SMS
2024-09-19,20:34:41,Received,MobileMoney,MobileMoney,You have received 500 XAF from OLIVIER CALVIN NGOGEO KANA (237678223408) on your mobile money account at 2024-09-19 20:34:37. Message from sender: 1. Your new balance:505 XAF. Financial Transaction Id: 10033942132.,SMS
2024-09-23,09:54:54,Received,MobileMoney,MobileMoney,"You have transferred 300 XAF to BLANC LEROY TATSINDA NDONGUE (237682450397) from your mobile money account 101390378 at 2024-09-23 09:54:53 FEES 2 FCFA. Your new balance: 203 XAF. Message from sender: . Message to receiver: . Financial Transaction Id: 10064081159. Enjoy Payments with MoMo at ZERO Fees (Purchases, Bills, MINESEC Tuition Fees) and that's not all.. Stand a chance to win a MoMoSoukoul : A School Bag every 5 minutes, 50,000F every hour or 100,000F every week when making a minimum payment of 2,500F. Info at 8787 or WhatsApp 650528788.",SMS
